Algorithm,Experiment,VMid,RT,Cost,Power
ILBA-HB,40,39,3.750,0.900,15.150
ILBA-HB,40,40,0.000,0.000,0.000
ILBA-HB,40,41,10.000,0.600,3.800
ILBA-HB,40,42,6.667,0.900,9.488
ILBA-HB,40,43,3.750,0.900,15.150
ILBA-HB,40,44,0.000,0.000,0.000
ILBA-HB,40,45,10.000,0.600,3.800
ILBA-HB,40,46,6.667,0.900,9.488
ILBA-HB,40,48,20.000,0.300,0.950
ILBA-HB,40,49,5.000,0.300,1.900
ILBA-HB,40,47,3.750,0.900,15.150
ILBA-HB,41,0,20.000,0.300,0.950
ILBA-HB,41,1,10.000,0.600,3.800
ILBA-HB,41,2,11.111,1.500,15.813
ILBA-HB,41,3,7.500,1.800,30.300
ILBA-HB,41,4,20.000,0.300,0.950
ILBA-HB,41,5,15.000,0.900,5.700
ILBA-HB,41,6,11.111,1.500,15.813
ILBA-HB,41,7,7.500,1.800,30.300
ILBA-HB,41,8,20.000,0.300,0.950
ILBA-HB,41,9,15.000,0.900,5.700
ILBA-HB,41,10,11.111,1.500,15.813
ILBA-HB,41,11,7.500,1.800,30.300
ILBA-HB,41,12,0.000,0.000,0.000
ILBA-HB,41,13,15.000,0.900,5.700
ILBA-HB,41,14,11.111,1.500,15.813
ILBA-HB,41,15,7.500,1.800,30.300
ILBA-HB,41,16,0.000,0.000,0.000
ILBA-HB,41,17,15.000,0.900,5.700
ILBA-HB,41,20,20.000,0.300,0.950
ILBA-HB,41,18,11.111,1.500,15.813
ILBA-HB,41,19,7.500,1.800,30.300
ILBA-HB,41,21,10.000,0.600,3.800
ILBA-HB,41,22,11.111,1.500,15.813
ILBA-HB,41,23,7.500,1.800,30.300
ILBA-HB,41,24,20.000,0.300,0.950
ILBA-HB,41,25,10.000,0.600,3.800
ILBA-HB,41,28,20.000,0.300,0.950
ILBA-HB,41,29,15.000,0.900,5.700
ILBA-HB,41,26,11.111,1.500,15.813
ILBA-HB,41,27,7.500,1.800,30.300
ILBA-HB,41,30,11.111,1.500,15.813
ILBA-HB,41,31,7.500,1.800,30.300
ILBA-HB,41,32,20.000,0.300,0.950
ILBA-HB,41,33,10.000,0.600,3.800
ILBA-HB,41,34,11.111,1.500,15.813
ILBA-HB,41,35,7.500,1.800,30.300
ILBA-HB,41,36,20.000,0.300,0.950
ILBA-HB,41,37,15.000,0.900,5.700
ILBA-HB,41,38,13.333,1.800,18.975
ILBA-HB,41,39,7.500,1.800,30.300
ILBA-HB,41,40,20.000,0.300,0.950
ILBA-HB,41,41,15.000,0.900,5.700
ILBA-HB,41,42,13.333,1.800,18.975
ILBA-HB,41,44,20.000,0.300,0.950
ILBA-HB,41,45,15.000,0.900,5.700
ILBA-HB,41,43,7.500,1.800,30.300
ILBA-HB,41,46,13.333,1.800,18.975
ILBA-HB,41,47,7.500,1.800,30.300
ILBA-HB,41,48,20.000,0.300,0.950
ILBA-HB,41,49,15.000,0.900,5.700
ILBA-HB,42,0,20.000,0.300,0.950
ILBA-HB,42,1,35.000,2.100,13.300
ILBA-HB,42,2,17.778,2.400,25.300
ILBA-HB,42,3,10.000,2.400,40.400
ILBA-HB,42,4,20.000,0.300,0.950
ILBA-HB,42,5,30.000,1.800,11.400
ILBA-HB,42,6,17.778,2.400,25.300
ILBA-HB,42,7,10.000,2.400,40.400
ILBA-HB,42,8,0.000,0.000,0.000
ILBA-HB,42,12,20.000,0.300,0.950
ILBA-HB,42,9,30.000,1.800,11.400
ILBA-HB,42,10,17.778,2.400,25.300
ILBA-HB,42,11,10.000,2.400,40.400
ILBA-HB,42,13,30.000,1.800,11.400
ILBA-HB,42,14,17.778,2.400,25.300
ILBA-HB,42,15,10.000,2.400,40.400
ILBA-HB,42,16,60.000,0.900,2.850
ILBA-HB,42,17,30.000,1.800,11.400
ILBA-HB,42,18,17.778,2.400,25.300
ILBA-HB,42,19,10.000,2.400,40.400
ILBA-HB,42,20,20.000,0.300,0.950
ILBA-HB,42,21,30.000,1.800,11.400
ILBA-HB,42,24,0.000,0.000,0.000
ILBA-HB,42,28,40.000,0.600,1.900
ILBA-HB,42,22,17.778,2.400,25.300
ILBA-HB,42,23,10.000,2.400,40.400
ILBA-HB,42,25,30.000,1.800,11.400
ILBA-HB,42,26,17.778,2.400,25.300
ILBA-HB,42,27,10.000,2.400,40.400
ILBA-HB,42,29,30.000,1.800,11.400
ILBA-HB,42,30,17.778,2.400,25.300
ILBA-HB,42,31,10.000,2.400,40.400
ILBA-HB,42,32,20.000,0.300,0.950
ILBA-HB,42,33,30.000,1.800,11.400
ILBA-HB,42,34,17.778,2.400,25.300
ILBA-HB,42,35,11.250,2.700,45.450
ILBA-HB,42,36,20.000,0.300,0.950
ILBA-HB,42,37,30.000,1.800,11.400
ILBA-HB,42,38,17.778,2.400,25.300
ILBA-HB,42,39,11.250,2.700,45.450
ILBA-HB,42,40,0.000,0.000,0.000
ILBA-HB,42,41,30.000,1.800,11.400
ILBA-HB,42,42,17.778,2.400,25.300
ILBA-HB,42,44,20.000,0.300,0.950
ILBA-HB,42,45,30.000,1.800,11.400
ILBA-HB,42,43,11.250,2.700,45.450
ILBA-HB,42,46,17.778,2.400,25.300
ILBA-HB,42,47,11.250,2.700,45.450
ILBA-HB,42,48,0.000,0.000,0.000
ILBA-HB,42,49,30.000,1.800,11.400
ILBA-HB,43,0,0.000,0.000,0.000
ILBA-HB,43,1,50.000,3.000,19.000
ILBA-HB,43,2,24.444,3.300,34.788
ILBA-HB,43,3,13.750,3.300,55.550
ILBA-HB,43,4,0.000,0.000,0.000
ILBA-HB,43,5,50.000,3.000,19.000
ILBA-HB,43,6,24.444,3.300,34.788
ILBA-HB,43,7,13.750,3.300,55.550
ILBA-HB,43,8,0.000,0.000,0.000
ILBA-HB,43,9,50.000,3.000,19.000
ILBA-HB,43,10,24.444,3.300,34.788
ILBA-HB,43,11,13.750,3.300,55.550
ILBA-HB,43,12,0.000,0.000,0.000
ILBA-HB,43,13,50.000,3.000,19.000
ILBA-HB,43,14,24.444,3.300,34.788
ILBA-HB,43,15,13.750,3.300,55.550
ILBA-HB,43,16,0.000,0.000,0.000
ILBA-HB,43,17,50.000,3.000,19.000
ILBA-HB,43,20,0.000,0.000,0.000
ILBA-HB,43,18,24.444,3.300,34.788
ILBA-HB,43,19,13.750,3.300,55.550
ILBA-HB,43,21,50.000,3.000,19.000
ILBA-HB,43,22,24.444,3.300,34.788
ILBA-HB,43,23,13.750,3.300,55.550
ILBA-HB,43,24,0.000,0.000,0.000
ILBA-HB,43,25,50.000,3.000,19.000
ILBA-HB,43,26,35.556,4.800,50.600
ILBA-HB,43,27,13.750,3.300,55.550
ILBA-HB,43,28,0.000,0.000,0.000
ILBA-HB,43,29,50.000,3.000,19.000
ILBA-HB,43,30,24.444,3.300,34.788
ILBA-HB,43,31,13.750,3.300,55.550
ILBA-HB,43,32,0.000,0.000,0.000
ILBA-HB,43,33,45.000,2.700,17.100
ILBA-HB,43,34,24.444,3.300,34.788
ILBA-HB,43,35,13.750,3.300,55.550
ILBA-HB,43,36,0.000,0.000,0.000
ILBA-HB,43,37,45.000,2.700,17.100
ILBA-HB,43,38,24.444,3.300,34.788
ILBA-HB,43,40,0.000,0.000,0.000
ILBA-HB,43,44,0.000,0.000,0.000
ILBA-HB,43,39,13.750,3.300,55.550
ILBA-HB,43,41,45.000,2.700,17.100
ILBA-HB,43,42,24.444,3.300,34.788
ILBA-HB,43,43,13.750,3.300,55.550
ILBA-HB,43,45,45.000,2.700,17.100
ILBA-HB,43,46,24.444,3.300,34.788
ILBA-HB,43,47,13.750,3.300,55.550
ILBA-HB,43,48,0.000,0.000,0.000
ILBA-HB,43,49,45.000,2.700,17.100
ILBA-HB,44,0,0.000,0.000,0.000
ILBA-HB,44,1,60.000,3.600,22.800
ILBA-HB,44,2,28.889,3.900,41.113
ILBA-HB,44,3,17.500,4.200,70.700
ILBA-HB,44,4,0.000,0.000,0.000
ILBA-HB,44,5,55.000,3.300,20.900
ILBA-HB,44,6,28.889,3.900,41.113
ILBA-HB,44,7,17.500,4.200,70.700
ILBA-HB,44,8,0.000,0.000,0.000
ILBA-HB,44,9,55.000,3.300,20.900
ILBA-HB,44,10,28.889,3.900,41.113
ILBA-HB,44,11,17.500,4.200,70.700
ILBA-HB,44,12,0.000,0.000,0.000
ILBA-HB,44,13,55.000,3.300,20.900
ILBA-HB,44,14,28.889,3.900,41.113
ILBA-HB,44,15,17.500,4.200,70.700
ILBA-HB,44,16,20.000,0.300,0.950
ILBA-HB,44,17,55.000,3.300,20.900
ILBA-HB,44,18,28.889,3.900,41.113
ILBA-HB,44,19,17.500,4.200,70.700
ILBA-HB,44,20,0.000,0.000,0.000
ILBA-HB,44,21,55.000,3.300,20.900
ILBA-HB,44,22,31.111,4.200,44.275
ILBA-HB,44,23,17.500,4.200,70.700
ILBA-HB,44,24,20.000,0.300,0.950
ILBA-HB,44,25,55.000,3.300,20.900
ILBA-HB,44,26,53.333,7.200,75.900
ILBA-HB,44,27,17.500,4.200,70.700
ILBA-HB,44,28,0.000,0.000,0.000
ILBA-HB,44,29,55.000,3.300,20.900
ILBA-HB,44,30,31.111,4.200,44.275
ILBA-HB,44,31,17.500,4.200,70.700
ILBA-HB,44,32,0.000,0.000,0.000
ILBA-HB,44,33,55.000,3.300,20.900
ILBA-HB,44,34,31.111,4.200,44.275
ILBA-HB,44,35,17.500,4.200,70.700
ILBA-HB,44,36,0.000,0.000,0.000
ILBA-HB,44,37,55.000,3.300,20.900
ILBA-HB,44,38,31.111,4.200,44.275
ILBA-HB,44,40,0.000,0.000,0.000
ILBA-HB,44,44,0.000,0.000,0.000
ILBA-HB,44,39,17.500,4.200,70.700
ILBA-HB,44,41,55.000,3.300,20.900
ILBA-HB,44,42,31.111,4.200,44.275
ILBA-HB,44,43,17.500,4.200,70.700
ILBA-HB,44,45,55.000,3.300,20.900
ILBA-HB,44,46,31.111,4.200,44.275
ILBA-HB,44,48,0.000,0.000,0.000
ILBA-HB,44,49,55.000,3.300,20.900
ILBA-HB,44,47,17.500,4.200,70.700
ILBA-HB,45,0,0.000,0.000,0.000
ILBA-HB,45,1,75.000,4.500,28.500
ILBA-HB,45,2,35.556,4.800,50.600
ILBA-HB,45,3,20.000,4.800,80.800
ILBA-HB,45,4,0.000,0.000,0.000
ILBA-HB,45,5,70.000,4.200,26.600
ILBA-HB,45,6,35.556,4.800,50.600
ILBA-HB,45,7,20.000,4.800,80.800
ILBA-HB,45,8,0.000,0.000,0.000
ILBA-HB,45,9,70.000,4.200,26.600
ILBA-HB,45,10,35.556,4.800,50.600
ILBA-HB,45,11,20.000,4.800,80.800
ILBA-HB,45,12,0.000,0.000,0.000
ILBA-HB,45,13,70.000,4.200,26.600
ILBA-HB,45,14,35.556,4.800,50.600
ILBA-HB,45,15,20.000,4.800,80.800
ILBA-HB,45,16,0.000,0.000,0.000
ILBA-HB,45,17,70.000,4.200,26.600
ILBA-HB,45,18,35.556,4.800,50.600
ILBA-HB,45,19,21.250,5.100,85.850
ILBA-HB,45,20,0.000,0.000,0.000
ILBA-HB,45,21,70.000,4.200,26.600
ILBA-HB,45,22,35.556,4.800,50.600
ILBA-HB,45,23,21.250,5.100,85.850
ILBA-HB,45,24,0.000,0.000,0.000
ILBA-HB,45,25,70.000,4.200,26.600
ILBA-HB,45,26,62.222,8.400,88.550
ILBA-HB,45,27,21.250,5.100,85.850
ILBA-HB,45,28,0.000,0.000,0.000
ILBA-HB,45,29,70.000,4.200,26.600
ILBA-HB,45,30,35.556,4.800,50.600
ILBA-HB,45,31,21.250,5.100,85.850
ILBA-HB,45,32,0.000,0.000,0.000
ILBA-HB,45,33,70.000,4.200,26.600
ILBA-HB,45,34,35.556,4.800,50.600
ILBA-HB,45,36,0.000,0.000,0.000
ILBA-HB,45,35,21.250,5.100,85.850
ILBA-HB,45,37,70.000,4.200,26.600
ILBA-HB,45,38,35.556,4.800,50.600
ILBA-HB,45,39,21.250,5.100,85.850
ILBA-HB,45,40,0.000,0.000,0.000
ILBA-HB,45,41,70.000,4.200,26.600
ILBA-HB,45,42,35.556,4.800,50.600
ILBA-HB,45,44,0.000,0.000,0.000
ILBA-HB,45,45,70.000,4.200,26.600
ILBA-HB,45,43,21.250,5.100,85.850
ILBA-HB,45,46,35.556,4.800,50.600
ILBA-HB,45,47,21.250,5.100,85.850
ILBA-HB,45,48,0.000,0.000,0.000
ILBA-HB,45,49,70.000,4.200,26.600
ILBA-HB,46,0,40.000,0.600,1.900
ILBA-HB,46,1,90.000,5.400,34.200
ILBA-HB,46,2,42.222,5.700,60.088
ILBA-HB,46,3,23.750,5.700,95.950
ILBA-HB,46,4,20.000,0.300,0.950
ILBA-HB,46,5,90.000,5.400,34.200
ILBA-HB,46,6,42.222,5.700,60.088
ILBA-HB,46,7,23.750,5.700,95.950
ILBA-HB,46,8,40.000,0.600,1.900
ILBA-HB,46,9,90.000,5.400,34.200
ILBA-HB,46,10,42.222,5.700,60.088
ILBA-HB,46,11,23.750,5.700,95.950
ILBA-HB,46,12,20.000,0.300,0.950
ILBA-HB,46,13,90.000,5.400,34.200
ILBA-HB,46,14,42.222,5.700,60.088
ILBA-HB,46,15,23.750,5.700,95.950
ILBA-HB,46,16,20.000,0.300,0.950
ILBA-HB,46,17,85.000,5.100,32.300
ILBA-HB,46,18,42.222,5.700,60.088
ILBA-HB,46,19,23.750,5.700,95.950
ILBA-HB,46,20,0.000,0.000,0.000
ILBA-HB,46,21,85.000,5.100,32.300
ILBA-HB,46,24,0.000,0.000,0.000
ILBA-HB,46,28,0.000,0.000,0.000
ILBA-HB,46,22,42.222,5.700,60.088
ILBA-HB,46,23,23.750,5.700,95.950
ILBA-HB,46,25,85.000,5.100,32.300
ILBA-HB,46,26,42.222,5.700,60.088
ILBA-HB,46,27,23.750,5.700,95.950
ILBA-HB,46,29,85.000,5.100,32.300
ILBA-HB,46,30,42.222,5.700,60.088
ILBA-HB,46,31,23.750,5.700,95.950
ILBA-HB,46,32,20.000,0.300,0.950
ILBA-HB,46,33,85.000,5.100,32.300
ILBA-HB,46,34,42.222,5.700,60.088
ILBA-HB,46,35,23.750,5.700,95.950
ILBA-HB,46,36,0.000,0.000,0.000
ILBA-HB,46,37,85.000,5.100,32.300
ILBA-HB,46,38,42.222,5.700,60.088
ILBA-HB,46,39,23.750,5.700,95.950
ILBA-HB,46,40,0.000,0.000,0.000
ILBA-HB,46,41,85.000,5.100,32.300
ILBA-HB,46,42,42.222,5.700,60.088
ILBA-HB,46,44,20.000,0.300,0.950
ILBA-HB,46,45,85.000,5.100,32.300
ILBA-HB,46,43,23.750,5.700,95.950
ILBA-HB,46,46,42.222,5.700,60.088
ILBA-HB,46,47,23.750,5.700,95.950
ILBA-HB,46,48,0.000,0.000,0.000
ILBA-HB,46,49,85.000,5.100,32.300
ILBA-HB,47,0,0.000,0.000,0.000
ILBA-HB,47,1,100.000,6.000,38.000
ILBA-HB,47,2,46.667,6.300,66.413
ILBA-HB,47,3,27.500,6.600,111.100
ILBA-HB,47,4,0.000,0.000,0.000
ILBA-HB,47,5,95.000,5.700,36.100
ILBA-HB,47,6,48.889,6.600,69.575
ILBA-HB,47,7,27.500,6.600,111.100
ILBA-HB,47,8,0.000,0.000,0.000
ILBA-HB,47,9,95.000,5.700,36.100
ILBA-HB,47,10,48.889,6.600,69.575
ILBA-HB,47,11,27.500,6.600,111.100
ILBA-HB,47,12,0.000,0.000,0.000
ILBA-HB,47,13,95.000,5.700,36.100
ILBA-HB,47,14,48.889,6.600,69.575
ILBA-HB,47,15,27.500,6.600,111.100
ILBA-HB,47,16,0.000,0.000,0.000
ILBA-HB,47,17,95.000,5.700,36.100
ILBA-HB,47,18,48.889,6.600,69.575
ILBA-HB,47,19,27.500,6.600,111.100
ILBA-HB,47,20,0.000,0.000,0.000
ILBA-HB,47,21,95.000,5.700,36.100
ILBA-HB,47,22,48.889,6.600,69.575
ILBA-HB,47,23,27.500,6.600,111.100
ILBA-HB,47,24,0.000,0.000,0.000
ILBA-HB,47,25,95.000,5.700,36.100
ILBA-HB,47,26,75.556,10.200,107.525
ILBA-HB,47,27,27.500,6.600,111.100
ILBA-HB,47,28,0.000,0.000,0.000
ILBA-HB,47,29,95.000,5.700,36.100
ILBA-HB,47,30,48.889,6.600,69.575
ILBA-HB,47,31,27.500,6.600,111.100
ILBA-HB,47,32,0.000,0.000,0.000
ILBA-HB,47,33,95.000,5.700,36.100
ILBA-HB,47,34,48.889,6.600,69.575
ILBA-HB,47,35,27.500,6.600,111.100
ILBA-HB,47,36,0.000,0.000,0.000
ILBA-HB,47,37,95.000,5.700,36.100
ILBA-HB,47,38,48.889,6.600,69.575
ILBA-HB,47,39,27.500,6.600,111.100
ILBA-HB,47,40,0.000,0.000,0.000
ILBA-HB,47,41,95.000,5.700,36.100
ILBA-HB,47,42,48.889,6.600,69.575
ILBA-HB,47,44,0.000,0.000,0.000
ILBA-HB,47,45,95.000,5.700,36.100
ILBA-HB,47,43,27.500,6.600,111.100
ILBA-HB,47,46,48.889,6.600,69.575
ILBA-HB,47,47,27.500,6.600,111.100
ILBA-HB,47,48,0.000,0.000,0.000
ILBA-HB,47,49,95.000,5.700,36.100
ILBA-HB,48,0,0.000,0.000,0.000
ILBA-HB,48,1,115.000,6.900,43.700
ILBA-HB,48,2,53.333,7.200,75.900
ILBA-HB,48,3,31.250,7.500,126.250
ILBA-HB,48,4,0.000,0.000,0.000
ILBA-HB,48,5,110.000,6.600,41.800
ILBA-HB,48,6,53.333,7.200,75.900
ILBA-HB,48,7,31.250,7.500,126.250
ILBA-HB,48,8,0.000,0.000,0.000
ILBA-HB,48,9,110.000,6.600,41.800
ILBA-HB,48,10,53.333,7.200,75.900
ILBA-HB,48,11,31.250,7.500,126.250
ILBA-HB,48,12,0.000,0.000,0.000
ILBA-HB,48,13,110.000,6.600,41.800
ILBA-HB,48,14,53.333,7.200,75.900
ILBA-HB,48,15,31.250,7.500,126.250
ILBA-HB,48,16,0.000,0.000,0.000
ILBA-HB,48,17,110.000,6.600,41.800
ILBA-HB,48,18,53.333,7.200,75.900
ILBA-HB,48,19,31.250,7.500,126.250
ILBA-HB,48,20,0.000,0.000,0.000
ILBA-HB,48,21,110.000,6.600,41.800
ILBA-HB,48,22,53.333,7.200,75.900
ILBA-HB,48,23,31.250,7.500,126.250
ILBA-HB,48,24,0.000,0.000,0.000
ILBA-HB,48,25,110.000,6.600,41.800
ILBA-HB,48,26,80.000,10.800,113.850
ILBA-HB,48,27,31.250,7.500,126.250
ILBA-HB,48,28,0.000,0.000,0.000
ILBA-HB,48,29,110.000,6.600,41.800
ILBA-HB,48,30,53.333,7.200,75.900
ILBA-HB,48,31,31.250,7.500,126.250
ILBA-HB,48,32,0.000,0.000,0.000
ILBA-HB,48,33,110.000,6.600,41.800
ILBA-HB,48,34,53.333,7.200,75.900
ILBA-HB,48,36,0.000,0.000,0.000
ILBA-HB,48,35,31.250,7.500,126.250
ILBA-HB,48,37,110.000,6.600,41.800
ILBA-HB,48,38,53.333,7.200,75.900
ILBA-HB,48,39,31.250,7.500,126.250
ILBA-HB,48,40,0.000,0.000,0.000
ILBA-HB,48,41,110.000,6.600,41.800
ILBA-HB,48,42,53.333,7.200,75.900
ILBA-HB,48,43,31.250,7.500,126.250
ILBA-HB,48,44,0.000,0.000,0.000
ILBA-HB,48,45,110.000,6.600,41.800
ILBA-HB,48,46,53.333,7.200,75.900
ILBA-HB,48,47,31.250,7.500,126.250
ILBA-HB,48,48,0.000,0.000,0.000
ILBA-HB,48,49,110.000,6.600,41.800
ILBA-HB,49,0,0.000,0.000,0.000
ILBA-HB,49,1,130.000,7.800,49.400
ILBA-HB,49,2,60.000,8.100,85.387
ILBA-HB,49,3,33.750,8.100,136.350
ILBA-HB,49,4,0.000,0.000,0.000
ILBA-HB,49,5,125.000,7.500,47.500
ILBA-HB,49,6,60.000,8.100,85.387
ILBA-HB,49,7,33.750,8.100,136.350
ILBA-HB,49,8,0.000,0.000,0.000
ILBA-HB,49,9,125.000,7.500,47.500
ILBA-HB,49,10,60.000,8.100,85.387
ILBA-HB,49,11,33.750,8.100,136.350
ILBA-HB,49,12,0.000,0.000,0.000
ILBA-HB,49,13,125.000,7.500,47.500
ILBA-HB,49,14,60.000,8.100,85.387
ILBA-HB,49,15,33.750,8.100,136.350
ILBA-HB,49,16,0.000,0.000,0.000
ILBA-HB,49,17,125.000,7.500,47.500
ILBA-HB,49,20,0.000,0.000,0.000
ILBA-HB,49,18,60.000,8.100,85.387
ILBA-HB,49,19,33.750,8.100,136.350
ILBA-HB,49,21,125.000,7.500,47.500
ILBA-HB,49,22,60.000,8.100,85.387
ILBA-HB,49,23,33.750,8.100,136.350
ILBA-HB,49,24,0.000,0.000,0.000
ILBA-HB,49,25,125.000,7.500,47.500
ILBA-HB,49,26,84.444,11.400,120.175
ILBA-HB,49,27,33.750,8.100,136.350
ILBA-HB,49,28,0.000,0.000,0.000
ILBA-HB,49,29,125.000,7.500,47.500
ILBA-HB,49,30,60.000,8.100,85.387
ILBA-HB,49,31,33.750,8.100,136.350
ILBA-HB,49,32,0.000,0.000,0.000
ILBA-HB,49,33,125.000,7.500,47.500
ILBA-HB,49,34,60.000,8.100,85.387
ILBA-HB,49,36,0.000,0.000,0.000
ILBA-HB,49,35,33.750,8.100,136.350
ILBA-HB,49,37,125.000,7.500,47.500
ILBA-HB,49,38,60.000,8.100,85.387
ILBA-HB,49,39,33.750,8.100,136.350
ILBA-HB,49,40,0.000,0.000,0.000
ILBA-HB,49,41,125.000,7.500,47.500
ILBA-HB,49,42,60.000,8.100,85.387
ILBA-HB,49,43,33.750,8.100,136.350
ILBA-HB,49,44,0.000,0.000,0.000
ILBA-HB,49,45,125.000,7.500,47.500
ILBA-HB,49,46,60.000,8.100,85.387
ILBA-HB,49,48,20.000,0.300,0.950
ILBA-HB,49,49,125.000,7.500,47.500
ILBA-HB,49,47,35.000,8.400,141.400
ILBA-HB,50,0,0.000,0.000,0.000
ILBA-HB,50,1,12.000,0.600,3.800
ILBA-HB,50,2,8.000,0.900,9.488
ILBA-HB,50,3,4.500,0.900,15.150
ILBA-HB,50,4,0.000,0.000,0.000
ILBA-HB,50,5,12.000,0.600,3.800
ILBA-HB,50,6,8.000,0.900,9.488
ILBA-HB,50,7,4.500,0.900,15.150
ILBA-HB,50,8,0.000,0.000,0.000
ILBA-HB,50,9,12.000,0.600,3.800
ILBA-HB,50,10,8.000,0.900,9.488
ILBA-HB,50,11,4.500,0.900,15.150
ILBA-HB,50,12,0.000,0.000,0.000
ILBA-HB,50,13,12.000,0.600,3.800
ILBA-HB,50,14,8.000,0.900,9.488
ILBA-HB,50,15,4.500,0.900,15.150
ILBA-HB,50,16,0.000,0.000,0.000
ILBA-HB,50,17,12.000,0.600,3.800
ILBA-HB,50,20,0.000,0.000,0.000
ILBA-HB,50,18,8.000,0.900,9.488
ILBA-HB,50,19,4.500,0.900,15.150
ILBA-HB,50,21,12.000,0.600,3.800
ILBA-HB,50,22,8.000,0.900,9.488
ILBA-HB,50,23,4.500,0.900,15.150
ILBA-HB,50,24,0.000,0.000,0.000
ILBA-HB,50,25,12.000,0.600,3.800
ILBA-HB,50,26,10.667,1.200,12.650
ILBA-HB,50,27,4.500,0.900,15.150
ILBA-HB,50,28,0.000,0.000,0.000
ILBA-HB,50,29,12.000,0.600,3.800
ILBA-HB,50,30,8.000,0.900,9.488
ILBA-HB,50,31,4.500,0.900,15.150
ILBA-HB,50,32,0.000,0.000,0.000
ILBA-HB,50,33,12.000,0.600,3.800
ILBA-HB,50,34,8.000,0.900,9.488
ILBA-HB,50,35,4.500,0.900,15.150
ILBA-HB,50,36,0.000,0.000,0.000
ILBA-HB,50,37,12.000,0.600,3.800
ILBA-HB,50,38,8.000,0.900,9.488
ILBA-HB,50,39,4.500,0.900,15.150
ILBA-HB,50,40,0.000,0.000,0.000
ILBA-HB,50,41,12.000,0.600,3.800
ILBA-HB,50,42,8.000,0.900,9.488
ILBA-HB,50,43,4.500,0.900,15.150
ILBA-HB,50,44,0.000,0.000,0.000
ILBA-HB,50,45,12.000,0.600,3.800
ILBA-HB,50,46,8.000,0.900,9.488
ILBA-HB,50,48,0.000,0.000,0.000
ILBA-HB,50,49,6.000,0.300,1.900
ILBA-HB,50,47,4.500,0.900,15.150
ILBA-HB,51,0,24.000,0.300,0.950
ILBA-HB,51,1,18.000,0.900,5.700
ILBA-HB,51,2,13.333,1.500,15.813
ILBA-HB,51,3,9.000,1.800,30.300
ILBA-HB,51,4,0.000,0.000,0.000
ILBA-HB,51,5,18.000,0.900,5.700
ILBA-HB,51,6,13.333,1.500,15.813
ILBA-HB,51,7,9.000,1.800,30.300
ILBA-HB,51,8,0.000,0.000,0.000
ILBA-HB,51,12,24.000,0.300,0.950
ILBA-HB,51,9,18.000,0.900,5.700
ILBA-HB,51,10,13.333,1.500,15.813
ILBA-HB,51,11,9.000,1.800,30.300
ILBA-HB,51,13,18.000,0.900,5.700
ILBA-HB,51,14,13.333,1.500,15.813
ILBA-HB,51,15,9.000,1.800,30.300
ILBA-HB,51,16,24.000,0.300,0.950
ILBA-HB,51,17,18.000,0.900,5.700
ILBA-HB,51,18,13.333,1.500,15.813
ILBA-HB,51,19,9.000,1.800,30.300
ILBA-HB,51,20,0.000,0.000,0.000
ILBA-HB,51,21,18.000,0.900,5.700
ILBA-HB,51,22,13.333,1.500,15.813
ILBA-HB,51,23,9.000,1.800,30.300
ILBA-HB,51,24,24.000,0.300,0.950
ILBA-HB,51,25,18.000,0.900,5.700
ILBA-HB,51,26,29.333,3.300,34.788
ILBA-HB,51,27,9.000,1.800,30.300
ILBA-HB,51,28,0.000,0.000,0.000
ILBA-HB,51,29,18.000,0.900,5.700
ILBA-HB,51,30,13.333,1.500,15.813
ILBA-HB,51,31,9.000,1.800,30.300
ILBA-HB,51,32,24.000,0.300,0.950
ILBA-HB,51,33,18.000,0.900,5.700
ILBA-HB,51,34,13.333,1.500,15.813
ILBA-HB,51,35,9.000,1.800,30.300
ILBA-HB,51,36,0.000,0.000,0.000
ILBA-HB,51,37,18.000,0.900,5.700
ILBA-HB,51,38,16.000,1.800,18.975
ILBA-HB,51,39,9.000,1.800,30.300
ILBA-HB,51,40,24.000,0.300,0.950
ILBA-HB,51,41,18.000,0.900,5.700
ILBA-HB,51,42,16.000,1.800,18.975
ILBA-HB,51,43,9.000,1.800,30.300
ILBA-HB,51,44,0.000,0.000,0.000
ILBA-HB,51,45,18.000,0.900,5.700
ILBA-HB,51,46,16.000,1.800,18.975
ILBA-HB,51,47,9.000,1.800,30.300
ILBA-HB,51,48,0.000,0.000,0.000
ILBA-HB,51,49,18.000,0.900,5.700
ILBA-HB,52,0,0.000,0.000,0.000
ILBA-HB,52,1,42.000,2.100,13.300
ILBA-HB,52,2,21.333,2.400,25.300
ILBA-HB,52,3,12.000,2.400,40.400
ILBA-HB,52,4,0.000,0.000,0.000
ILBA-HB,52,5,36.000,1.800,11.400
ILBA-HB,52,6,21.333,2.400,25.300
ILBA-HB,52,7,12.000,2.400,40.400
ILBA-HB,52,8,0.000,0.000,0.000
ILBA-HB,52,12,0.000,0.000,0.000
ILBA-HB,52,9,36.000,1.800,11.400
ILBA-HB,52,10,21.333,2.400,25.300
ILBA-HB,52,11,12.000,2.400,40.400
ILBA-HB,52,13,36.000,1.800,11.400
ILBA-HB,52,14,21.333,2.400,25.300
ILBA-HB,52,15,12.000,2.400,40.400
ILBA-HB,52,16,24.000,0.300,0.950
ILBA-HB,52,17,36.000,1.800,11.400
ILBA-HB,52,18,21.333,2.400,25.300
ILBA-HB,52,19,12.000,2.400,40.400
ILBA-HB,52,20,0.000,0.000,0.000
