type,experiment_number,VM_ID,VM_exTime,VM_costPerStorage,VM_powerCompsuption
FUZZY,99,15,87.500,10.500,176.750
FUZZY,99,16,80.000,0.600,1.900
FUZZY,99,17,110.000,3.300,20.900
FUZZY,99,18,137.778,9.300,98.037
FUZZY,99,19,92.500,11.100,186.850
FUZZY,99,20,40.000,0.300,0.950
FUZZY,99,21,230.000,6.900,43.700
FUZZY,99,22,146.667,9.900,104.362
FUZZY,99,23,92.500,11.100,186.850
FUZZY,99,24,0.000,0.000,0.000
FUZZY,99,25,70.000,2.100,13.300
FUZZY,99,26,235.556,15.900,167.612
FUZZY,99,27,90.000,10.800,181.800
FUZZY,99,28,40.000,0.300,0.950
FUZZY,99,29,130.000,3.900,24.700
FUZZY,99,30,84.444,5.700,60.088
FUZZY,99,31,87.500,10.500,176.750
FUZZY,99,32,80.000,0.600,1.900
FUZZY,99,33,190.000,5.700,36.100
FUZZY,99,34,115.556,7.800,82.225
FUZZY,99,35,95.000,11.400,191.900
FUZZY,99,36,160.000,1.200,3.800
FUZZY,99,37,170.000,5.100,32.300
FUZZY,99,38,106.667,7.200,75.900
FUZZY,99,39,77.500,9.300,156.550
FUZZY,99,40,120.000,0.900,2.850
FUZZY,99,41,160.000,4.800,30.400
FUZZY,99,42,88.889,6.000,63.250
FUZZY,99,43,75.000,9.000,151.500
FUZZY,99,44,200.000,1.500,4.750
FUZZY,99,45,160.000,4.800,30.400
FUZZY,99,46,102.222,6.900,72.738
FUZZY,99,48,160.000,1.200,3.800
FUZZY,99,49,170.000,5.100,32.300
FUZZY,99,47,95.000,11.400,191.900
NO_FUZZY,0,0,0.000,0.000,0.000
NO_FUZZY,0,1,0.000,0.000,0.000
NO_FUZZY,0,2,0.000,0.000,0.000
NO_FUZZY,0,3,0.000,0.000,0.000
NO_FUZZY,0,4,0.000,0.000,0.000
NO_FUZZY,0,5,0.000,0.000,0.000
NO_FUZZY,0,6,0.000,0.000,0.000
NO_FUZZY,0,7,0.000,0.000,0.000
NO_FUZZY,0,8,0.000,0.000,0.000
NO_FUZZY,0,12,0.000,0.000,0.000
NO_FUZZY,0,9,0.000,0.000,0.000
NO_FUZZY,0,10,0.000,0.000,0.000
NO_FUZZY,0,11,0.250,0.300,5.050
NO_FUZZY,0,13,0.000,0.000,0.000
NO_FUZZY,0,14,0.889,0.600,6.325
NO_FUZZY,0,15,0.500,0.600,10.100
NO_FUZZY,0,16,0.000,0.000,0.000
NO_FUZZY,0,17,0.000,0.000,0.000
NO_FUZZY,0,18,0.444,0.300,3.163
NO_FUZZY,0,19,0.250,0.300,5.050
NO_FUZZY,0,20,0.000,0.000,0.000
NO_FUZZY,0,21,0.000,0.000,0.000
NO_FUZZY,0,24,0.000,0.000,0.000
NO_FUZZY,0,28,0.000,0.000,0.000
NO_FUZZY,0,22,0.444,0.300,3.163
NO_FUZZY,0,23,0.250,0.300,5.050
NO_FUZZY,0,25,0.000,0.000,0.000
NO_FUZZY,0,26,0.000,0.000,0.000
NO_FUZZY,0,27,0.250,0.300,5.050
NO_FUZZY,0,29,0.000,0.000,0.000
NO_FUZZY,0,30,0.889,0.600,6.325
NO_FUZZY,0,31,0.000,0.000,0.000
NO_FUZZY,0,32,0.000,0.000,0.000
NO_FUZZY,0,33,0.000,0.000,0.000
NO_FUZZY,0,34,0.000,0.000,0.000
NO_FUZZY,0,35,0.000,0.000,0.000
NO_FUZZY,0,36,0.000,0.000,0.000
NO_FUZZY,0,37,0.000,0.000,0.000
NO_FUZZY,0,38,0.889,0.600,6.325
NO_FUZZY,0,39,0.000,0.000,0.000
NO_FUZZY,0,40,0.000,0.000,0.000
NO_FUZZY,0,41,0.000,0.000,0.000
NO_FUZZY,0,42,0.444,0.300,3.163
NO_FUZZY,0,44,0.000,0.000,0.000
NO_FUZZY,0,45,0.000,0.000,0.000
NO_FUZZY,0,43,0.750,0.900,15.150
NO_FUZZY,0,46,0.444,0.300,3.163
NO_FUZZY,0,47,0.000,0.000,0.000
NO_FUZZY,0,48,0.000,0.000,0.000
NO_FUZZY,0,49,0.000,0.000,0.000
NO_FUZZY,1,0,0.000,0.000,0.000
NO_FUZZY,1,1,0.000,0.000,0.000
NO_FUZZY,1,2,0.444,0.300,3.163
NO_FUZZY,1,3,2.250,2.700,45.450
NO_FUZZY,1,4,0.000,0.000,0.000
NO_FUZZY,1,5,1.000,0.300,1.900
NO_FUZZY,1,6,1.333,0.900,9.488
NO_FUZZY,1,7,1.250,1.500,25.250
NO_FUZZY,1,8,0.000,0.000,0.000
NO_FUZZY,1,9,0.000,0.000,0.000
NO_FUZZY,1,10,0.444,0.300,3.163
NO_FUZZY,1,11,0.250,0.300,5.050
NO_FUZZY,1,12,0.000,0.000,0.000
NO_FUZZY,1,13,1.000,0.300,1.900
NO_FUZZY,1,14,1.778,1.200,12.650
NO_FUZZY,1,15,1.500,1.800,30.300
NO_FUZZY,1,16,0.000,0.000,0.000
NO_FUZZY,1,17,0.000,0.000,0.000
NO_FUZZY,1,18,0.889,0.600,6.325
NO_FUZZY,1,19,0.750,0.900,15.150
NO_FUZZY,1,20,0.000,0.000,0.000
NO_FUZZY,1,21,0.000,0.000,0.000
NO_FUZZY,1,24,0.000,0.000,0.000
NO_FUZZY,1,28,0.000,0.000,0.000
NO_FUZZY,1,22,1.778,1.200,12.650
NO_FUZZY,1,23,0.250,0.300,5.050
NO_FUZZY,1,25,0.000,0.000,0.000
NO_FUZZY,1,26,1.333,0.900,9.488
NO_FUZZY,1,27,1.250,1.500,25.250
NO_FUZZY,1,29,1.000,0.300,1.900
NO_FUZZY,1,30,1.333,0.900,9.488
NO_FUZZY,1,31,2.250,2.700,45.450
NO_FUZZY,1,32,0.000,0.000,0.000
NO_FUZZY,1,33,0.000,0.000,0.000
NO_FUZZY,1,34,0.889,0.600,6.325
NO_FUZZY,1,36,0.000,0.000,0.000
NO_FUZZY,1,35,1.250,1.500,25.250
NO_FUZZY,1,37,0.000,0.000,0.000
NO_FUZZY,1,38,0.444,0.300,3.163
NO_FUZZY,1,39,1.250,1.500,25.250
NO_FUZZY,1,40,0.000,0.000,0.000
NO_FUZZY,1,41,0.000,0.000,0.000
NO_FUZZY,1,42,1.778,1.200,12.650
NO_FUZZY,1,43,1.500,1.800,30.300
NO_FUZZY,1,44,0.000,0.000,0.000
NO_FUZZY,1,45,0.000,0.000,0.000
NO_FUZZY,1,46,1.333,0.900,9.488
NO_FUZZY,1,47,1.750,2.100,35.350
NO_FUZZY,1,48,0.000,0.000,0.000
NO_FUZZY,1,49,2.000,0.600,3.800
NO_FUZZY,2,0,4.000,0.300,0.950
NO_FUZZY,2,1,0.000,0.000,0.000
NO_FUZZY,2,2,2.222,1.500,15.813
NO_FUZZY,2,3,2.750,3.300,55.550
NO_FUZZY,2,4,0.000,0.000,0.000
NO_FUZZY,2,5,0.000,0.000,0.000
NO_FUZZY,2,6,1.333,0.900,9.488
NO_FUZZY,2,7,3.250,3.900,65.650
NO_FUZZY,2,8,4.000,0.300,0.950
NO_FUZZY,2,9,1.000,0.300,1.900
NO_FUZZY,2,10,2.222,1.500,15.813
NO_FUZZY,2,11,2.500,3.000,50.500
NO_FUZZY,2,12,0.000,0.000,0.000
NO_FUZZY,2,13,3.000,0.900,5.700
NO_FUZZY,2,14,2.222,1.500,15.813
NO_FUZZY,2,15,3.000,3.600,60.600
NO_FUZZY,2,16,0.000,0.000,0.000
NO_FUZZY,2,17,2.000,0.600,3.800
NO_FUZZY,2,20,0.000,0.000,0.000
NO_FUZZY,2,18,3.111,2.100,22.138
NO_FUZZY,2,19,3.250,3.900,65.650
NO_FUZZY,2,21,2.000,0.600,3.800
NO_FUZZY,2,22,2.222,1.500,15.813
NO_FUZZY,2,23,2.750,3.300,55.550
NO_FUZZY,2,24,4.000,0.300,0.950
NO_FUZZY,2,25,2.000,0.600,3.800
NO_FUZZY,2,26,2.222,1.500,15.813
NO_FUZZY,2,27,2.250,2.700,45.450
NO_FUZZY,2,28,4.000,0.300,0.950
NO_FUZZY,2,29,1.000,0.300,1.900
NO_FUZZY,2,30,0.000,0.000,0.000
NO_FUZZY,2,31,3.750,4.500,75.750
NO_FUZZY,2,32,0.000,0.000,0.000
NO_FUZZY,2,33,2.000,0.600,3.800
NO_FUZZY,2,34,3.111,2.100,22.138
NO_FUZZY,2,35,2.250,2.700,45.450
NO_FUZZY,2,36,0.000,0.000,0.000
NO_FUZZY,2,37,1.000,0.300,1.900
NO_FUZZY,2,38,1.333,0.900,9.488
NO_FUZZY,2,39,2.000,2.400,40.400
NO_FUZZY,2,40,4.000,0.300,0.950
NO_FUZZY,2,41,0.000,0.000,0.000
NO_FUZZY,2,42,0.889,0.600,6.325
NO_FUZZY,2,44,0.000,0.000,0.000
NO_FUZZY,2,45,0.000,0.000,0.000
NO_FUZZY,2,43,3.500,4.200,70.700
NO_FUZZY,2,46,2.667,1.800,18.975
NO_FUZZY,2,47,3.750,4.500,75.750
NO_FUZZY,2,48,0.000,0.000,0.000
NO_FUZZY,2,49,0.000,0.000,0.000
NO_FUZZY,3,0,4.000,0.300,0.950
NO_FUZZY,3,1,4.000,1.200,7.600
NO_FUZZY,3,2,4.444,3.000,31.625
NO_FUZZY,3,3,4.250,5.100,85.850
NO_FUZZY,3,4,0.000,0.000,0.000
NO_FUZZY,3,5,3.000,0.900,5.700
NO_FUZZY,3,6,3.111,2.100,22.138
NO_FUZZY,3,7,5.250,6.300,106.050
NO_FUZZY,3,8,0.000,0.000,0.000
NO_FUZZY,3,9,2.000,0.600,3.800
NO_FUZZY,3,10,2.667,1.800,18.975
NO_FUZZY,3,11,5.250,6.300,106.050
NO_FUZZY,3,12,0.000,0.000,0.000
NO_FUZZY,3,13,3.000,0.900,5.700
NO_FUZZY,3,14,2.667,1.800,18.975
NO_FUZZY,3,15,5.000,6.000,101.000
NO_FUZZY,3,16,0.000,0.000,0.000
NO_FUZZY,3,17,0.000,0.000,0.000
NO_FUZZY,3,18,4.444,3.000,31.625
NO_FUZZY,3,19,5.250,6.300,106.050
NO_FUZZY,3,20,0.000,0.000,0.000
NO_FUZZY,3,21,1.000,0.300,1.900
NO_FUZZY,3,24,0.000,0.000,0.000
NO_FUZZY,3,28,0.000,0.000,0.000
NO_FUZZY,3,22,4.000,2.700,28.463
NO_FUZZY,3,23,2.750,3.300,55.550
NO_FUZZY,3,25,4.000,1.200,7.600
NO_FUZZY,3,26,4.444,3.000,31.625
NO_FUZZY,3,27,5.000,6.000,101.000
NO_FUZZY,3,29,4.000,1.200,7.600
NO_FUZZY,3,30,2.222,1.500,15.813
NO_FUZZY,3,31,5.000,6.000,101.000
NO_FUZZY,3,32,4.000,0.300,0.950
NO_FUZZY,3,33,2.000,0.600,3.800
NO_FUZZY,3,34,4.889,3.300,34.788
NO_FUZZY,3,36,0.000,0.000,0.000
NO_FUZZY,3,35,4.250,5.100,85.850
NO_FUZZY,3,37,2.000,0.600,3.800
NO_FUZZY,3,38,1.333,0.900,9.488
NO_FUZZY,3,39,4.500,5.400,90.900
NO_FUZZY,3,40,0.000,0.000,0.000
NO_FUZZY,3,41,0.000,0.000,0.000
NO_FUZZY,3,42,4.444,3.000,31.625
NO_FUZZY,3,44,4.000,0.300,0.950
NO_FUZZY,3,45,4.000,1.200,7.600
NO_FUZZY,3,43,4.750,5.700,95.950
NO_FUZZY,3,46,4.444,3.000,31.625
NO_FUZZY,3,47,5.250,6.300,106.050
NO_FUZZY,3,48,0.000,0.000,0.000
NO_FUZZY,3,49,1.000,0.300,1.900
NO_FUZZY,4,0,4.000,0.300,0.950
NO_FUZZY,4,1,2.000,0.600,3.800
NO_FUZZY,4,2,4.444,3.000,31.625
NO_FUZZY,4,3,6.000,7.200,121.200
NO_FUZZY,4,4,4.000,0.300,0.950
NO_FUZZY,4,5,6.000,1.800,11.400
NO_FUZZY,4,6,2.667,1.800,18.975
NO_FUZZY,4,7,4.500,5.400,90.900
NO_FUZZY,4,8,8.000,0.600,1.900
NO_FUZZY,4,9,8.000,2.400,15.200
NO_FUZZY,4,10,1.778,1.200,12.650
NO_FUZZY,4,11,6.750,8.100,136.350
NO_FUZZY,4,12,4.000,0.300,0.950
NO_FUZZY,4,13,6.000,1.800,11.400
NO_FUZZY,4,14,4.000,2.700,28.463
NO_FUZZY,4,15,4.750,5.700,95.950
NO_FUZZY,4,16,8.000,0.600,1.900
NO_FUZZY,4,17,4.000,1.200,7.600
NO_FUZZY,4,20,8.000,0.600,1.900
NO_FUZZY,4,18,6.667,4.500,47.438
NO_FUZZY,4,19,5.250,6.300,106.050
NO_FUZZY,4,21,6.000,1.800,11.400
NO_FUZZY,4,22,5.333,3.600,37.950
NO_FUZZY,4,23,6.250,7.500,126.250
NO_FUZZY,4,24,4.000,0.300,0.950
NO_FUZZY,4,25,5.000,1.500,9.500
NO_FUZZY,4,28,8.000,0.600,1.900
NO_FUZZY,4,29,4.000,1.200,7.600
NO_FUZZY,4,26,4.444,3.000,31.625
NO_FUZZY,4,27,6.750,8.100,136.350
NO_FUZZY,4,30,4.889,3.300,34.788
NO_FUZZY,4,31,6.000,7.200,121.200
NO_FUZZY,4,32,12.000,0.900,2.850
NO_FUZZY,4,33,8.000,2.400,15.200
NO_FUZZY,4,34,4.000,2.700,28.463
NO_FUZZY,4,35,6.000,7.200,121.200
NO_FUZZY,4,36,8.000,0.600,1.900
NO_FUZZY,4,37,5.000,1.500,9.500
NO_FUZZY,4,38,4.889,3.300,34.788
NO_FUZZY,4,40,4.000,0.300,0.950
NO_FUZZY,4,44,8.000,0.600,1.900
NO_FUZZY,4,39,6.000,7.200,121.200
NO_FUZZY,4,41,6.000,1.800,11.400
NO_FUZZY,4,42,3.556,2.400,25.300
NO_FUZZY,4,43,5.750,6.900,116.150
NO_FUZZY,4,45,7.000,2.100,13.300
NO_FUZZY,4,46,6.667,4.500,47.438
NO_FUZZY,4,47,6.250,7.500,126.250
NO_FUZZY,4,48,4.000,0.300,0.950
NO_FUZZY,4,49,3.000,0.900,5.700
NO_FUZZY,5,0,0.000,0.000,0.000
NO_FUZZY,5,1,9.000,2.700,17.100
NO_FUZZY,5,2,4.444,3.000,31.625
NO_FUZZY,5,3,6.500,7.800,131.300
NO_FUZZY,5,4,4.000,0.300,0.950
NO_FUZZY,5,5,6.000,1.800,11.400
NO_FUZZY,5,6,6.667,4.500,47.438
NO_FUZZY,5,7,5.000,6.000,101.000
NO_FUZZY,5,8,0.000,0.000,0.000
NO_FUZZY,5,12,8.000,0.600,1.900
NO_FUZZY,5,9,7.000,2.100,13.300
NO_FUZZY,5,10,2.667,1.800,18.975
NO_FUZZY,5,11,7.750,9.300,156.550
NO_FUZZY,5,13,8.000,2.400,15.200
NO_FUZZY,5,14,5.333,3.600,37.950
NO_FUZZY,5,15,6.250,7.500,126.250
NO_FUZZY,5,16,8.000,0.600,1.900
NO_FUZZY,5,17,5.000,1.500,9.500
NO_FUZZY,5,18,5.778,3.900,41.113
NO_FUZZY,5,19,7.500,9.000,151.500
NO_FUZZY,5,20,4.000,0.300,0.950
NO_FUZZY,5,21,8.000,2.400,15.200
NO_FUZZY,5,22,8.444,5.700,60.088
NO_FUZZY,5,23,8.000,9.600,161.600
NO_FUZZY,5,24,8.000,0.600,1.900
NO_FUZZY,5,25,3.000,0.900,5.700
NO_FUZZY,5,26,4.444,3.000,31.625
NO_FUZZY,5,27,6.000,7.200,121.200
NO_FUZZY,5,28,8.000,0.600,1.900
NO_FUZZY,5,29,6.000,1.800,11.400
NO_FUZZY,5,30,7.556,5.100,53.763
NO_FUZZY,5,31,5.000,6.000,101.000
NO_FUZZY,5,32,0.000,0.000,0.000
NO_FUZZY,5,33,9.000,2.700,17.100
NO_FUZZY,5,34,8.444,5.700,60.088
NO_FUZZY,5,35,5.000,6.000,101.000
NO_FUZZY,5,36,8.000,0.600,1.900
NO_FUZZY,5,37,6.000,1.800,11.400
NO_FUZZY,5,38,5.333,3.600,37.950
NO_FUZZY,5,40,0.000,0.000,0.000
NO_FUZZY,5,44,0.000,0.000,0.000
NO_FUZZY,5,39,8.000,9.600,161.600
NO_FUZZY,5,41,5.000,1.500,9.500
NO_FUZZY,5,42,3.556,2.400,25.300
NO_FUZZY,5,43,5.750,6.900,116.150
NO_FUZZY,5,45,8.000,2.400,15.200
NO_FUZZY,5,46,6.667,4.500,47.438
NO_FUZZY,5,47,5.750,6.900,116.150
NO_FUZZY,5,48,0.000,0.000,0.000
NO_FUZZY,5,49,7.000,2.100,13.300
NO_FUZZY,6,0,0.000,0.000,0.000
NO_FUZZY,6,1,2.000,0.600,3.800
NO_FUZZY,6,2,6.222,4.200,44.275
NO_FUZZY,6,3,7.000,8.400,141.400
NO_FUZZY,6,4,0.000,0.000,0.000
NO_FUZZY,6,5,10.000,3.000,19.000
NO_FUZZY,6,6,5.778,3.900,41.113
NO_FUZZY,6,7,7.750,9.300,156.550
NO_FUZZY,6,8,12.000,0.900,2.850
NO_FUZZY,6,9,8.000,2.400,15.200
NO_FUZZY,6,10,6.222,4.200,44.275
NO_FUZZY,6,11,4.750,5.700,95.950
NO_FUZZY,6,12,4.000,0.300,0.950
NO_FUZZY,6,13,8.000,2.400,15.200
NO_FUZZY,6,14,9.333,6.300,66.413
NO_FUZZY,6,15,7.500,9.000,151.500
NO_FUZZY,6,16,12.000,0.900,2.850
NO_FUZZY,6,17,5.000,1.500,9.500
NO_FUZZY,6,20,0.000,0.000,0.000
NO_FUZZY,6,18,7.111,4.800,50.600
NO_FUZZY,6,19,6.000,7.200,121.200
NO_FUZZY,6,21,10.000,3.000,19.000
NO_FUZZY,6,22,5.333,3.600,37.950
NO_FUZZY,6,23,6.000,7.200,121.200
NO_FUZZY,6,24,8.000,0.600,1.900
NO_FUZZY,6,25,10.000,3.000,19.000
NO_FUZZY,6,26,8.000,5.400,56.925
NO_FUZZY,6,27,7.500,9.000,151.500
NO_FUZZY,6,28,4.000,0.300,0.950
NO_FUZZY,6,29,9.000,2.700,17.100
NO_FUZZY,6,30,5.778,3.900,41.113
NO_FUZZY,6,31,6.250,7.500,126.250
NO_FUZZY,6,32,8.000,0.600,1.900
NO_FUZZY,6,33,11.000,3.300,20.900
NO_FUZZY,6,34,11.111,7.500,79.063
NO_FUZZY,6,35,6.250,7.500,126.250
NO_FUZZY,6,36,8.000,0.600,1.900
NO_FUZZY,6,37,7.000,2.100,13.300
NO_FUZZY,6,38,4.000,2.700,28.463
NO_FUZZY,6,40,8.000,0.600,1.900
NO_FUZZY,6,44,12.000,0.900,2.850
NO_FUZZY,6,39,6.750,8.100,136.350
NO_FUZZY,6,41,10.000,3.000,19.000
NO_FUZZY,6,42,7.556,5.100,53.763
NO_FUZZY,6,43,8.250,9.900,166.650
NO_FUZZY,6,45,8.000,2.400,15.200
NO_FUZZY,6,46,8.444,5.700,60.088
NO_FUZZY,6,47,7.500,9.000,151.500
NO_FUZZY,6,48,4.000,0.300,0.950
NO_FUZZY,6,49,11.000,3.300,20.900
NO_FUZZY,7,0,0.000,0.000,0.000
NO_FUZZY,7,1,13.000,3.900,24.700
NO_FUZZY,7,2,6.667,4.500,47.438
NO_FUZZY,7,3,7.250,8.700,146.450
NO_FUZZY,7,4,0.000,0.000,0.000
NO_FUZZY,7,5,9.000,2.700,17.100
NO_FUZZY,7,6,13.333,9.000,94.875
NO_FUZZY,7,7,6.750,8.100,136.350
NO_FUZZY,7,8,12.000,0.900,2.850
NO_FUZZY,7,9,6.000,1.800,11.400
NO_FUZZY,7,10,4.889,3.300,34.788
NO_FUZZY,7,11,7.750,9.300,156.550
NO_FUZZY,7,12,0.000,0.000,0.000
NO_FUZZY,7,13,11.000,3.300,20.900
NO_FUZZY,7,14,5.333,3.600,37.950
NO_FUZZY,7,15,5.500,6.600,111.100
NO_FUZZY,7,16,12.000,0.900,2.850
NO_FUZZY,7,17,8.000,2.400,15.200
NO_FUZZY,7,18,8.889,6.000,63.250
NO_FUZZY,7,19,8.750,10.500,176.750
NO_FUZZY,7,20,0.000,0.000,0.000
NO_FUZZY,7,21,13.000,3.900,24.700
NO_FUZZY,7,24,0.000,0.000,0.000
NO_FUZZY,7,28,0.000,0.000,0.000
NO_FUZZY,7,22,6.667,4.500,47.438
NO_FUZZY,7,23,8.000,9.600,161.600
NO_FUZZY,7,25,8.000,2.400,15.200
NO_FUZZY,7,26,8.444,5.700,60.088
NO_FUZZY,7,27,6.000,7.200,121.200
NO_FUZZY,7,29,10.000,3.000,19.000
NO_FUZZY,7,30,4.889,3.300,34.788
NO_FUZZY,7,31,6.500,7.800,131.300
NO_FUZZY,7,32,4.000,0.300,0.950
NO_FUZZY,7,33,4.000,1.200,7.600
NO_FUZZY,7,34,9.778,6.600,69.575
NO_FUZZY,7,35,8.000,9.600,161.600
NO_FUZZY,7,36,4.000,0.300,0.950
NO_FUZZY,7,37,14.000,4.200,26.600
NO_FUZZY,7,38,5.778,3.900,41.113
NO_FUZZY,7,39,7.500,9.000,151.500
NO_FUZZY,7,40,0.000,0.000,0.000
NO_FUZZY,7,41,12.000,3.600,22.800
NO_FUZZY,7,42,8.889,6.000,63.250
NO_FUZZY,7,43,8.000,9.600,161.600
NO_FUZZY,7,44,12.000,0.900,2.850
NO_FUZZY,7,45,8.000,2.400,15.200
NO_FUZZY,7,46,12.444,8.400,88.550
NO_FUZZY,7,48,8.000,0.600,1.900
NO_FUZZY,7,49,10.000,3.000,19.000
NO_FUZZY,7,47,10.000,12.000,202.000
NO_FUZZY,8,0,12.000,0.900,2.850
NO_FUZZY,8,1,14.000,4.200,26.600
NO_FUZZY,8,2,12.000,8.100,85.387
NO_FUZZY,8,3,8.500,10.200,171.700
NO_FUZZY,8,4,4.000,0.300,0.950
NO_FUZZY,8,5,17.000,5.100,32.300
NO_FUZZY,8,6,7.111,4.800,50.600
NO_FUZZY,8,7,7.250,8.700,146.450
NO_FUZZY,8,8,12.000,0.900,2.850
NO_FUZZY,8,9,10.000,3.000,19.000
NO_FUZZY,8,10,10.667,7.200,75.900
NO_FUZZY,8,11,10.000,12.000,202.000
NO_FUZZY,8,12,12.000,0.900,2.850
NO_FUZZY,8,13,10.000,3.000,19.000
NO_FUZZY,8,14,6.222,4.200,44.275
NO_FUZZY,8,15,4.250,5.100,85.850
NO_FUZZY,8,16,16.000,1.200,3.800
NO_FUZZY,8,17,13.000,3.900,24.700
NO_FUZZY,8,18,7.556,5.100,53.763
NO_FUZZY,8,19,6.500,7.800,131.300
NO_FUZZY,8,20,20.000,1.500,4.750
NO_FUZZY,8,21,13.000,3.900,24.700
NO_FUZZY,8,24,4.000,0.300,0.950
NO_FUZZY,8,28,8.000,0.600,1.900
NO_FUZZY,8,22,8.444,5.700,60.088
NO_FUZZY,8,23,9.000,10.800,181.800
NO_FUZZY,8,25,14.000,4.200,26.600
NO_FUZZY,8,26,10.667,7.200,75.900
NO_FUZZY,8,27,8.750,10.500,176.750
NO_FUZZY,8,29,12.000,3.600,22.800
NO_FUZZY,8,30,11.556,7.800,82.225
NO_FUZZY,8,31,10.750,12.900,217.150
NO_FUZZY,8,32,20.000,1.500,4.750
NO_FUZZY,8,33,7.000,2.100,13.300
NO_FUZZY,8,34,8.444,5.700,60.088
NO_FUZZY,8,36,12.000,0.900,2.850
NO_FUZZY,8,35,9.500,11.400,191.900
NO_FUZZY,8,37,8.000,2.400,15.200
NO_FUZZY,8,38,9.333,6.300,66.413
NO_FUZZY,8,39,7.250,8.700,146.450
NO_FUZZY,8,40,12.000,0.900,2.850
NO_FUZZY,8,41,14.000,4.200,26.600
NO_FUZZY,8,42,9.778,6.600,69.575
NO_FUZZY,8,43,7.750,9.300,156.550
NO_FUZZY,8,44,0.000,0.000,0.000
NO_FUZZY,8,45,9.000,2.700,17.100
NO_FUZZY,8,46,11.556,7.800,82.225
NO_FUZZY,8,47,8.750,10.500,176.750
NO_FUZZY,8,48,8.000,0.600,1.900
NO_FUZZY,8,49,12.000,3.600,22.800
NO_FUZZY,9,0,0.000,0.000,0.000
NO_FUZZY,9,1,8.000,2.400,15.200
NO_FUZZY,9,2,9.333,6.300,66.413
NO_FUZZY,9,3,8.750,10.500,176.750
NO_FUZZY,9,4,4.000,0.300,0.950
NO_FUZZY,9,5,15.000,4.500,28.500
NO_FUZZY,9,6,11.556,7.800,82.225
NO_FUZZY,9,7,8.000,9.600,161.600
NO_FUZZY,9,8,0.000,0.000,0.000
NO_FUZZY,9,12,12.000,0.900,2.850
NO_FUZZY,9,9,11.000,3.300,20.900
NO_FUZZY,9,10,5.333,3.600,37.950
NO_FUZZY,9,11,9.500,11.400,191.900
NO_FUZZY,9,13,19.000,5.700,36.100
NO_FUZZY,9,14,9.333,6.300,66.413
NO_FUZZY,9,15,10.000,12.000,202.000
NO_FUZZY,9,16,0.000,0.000,0.000
NO_FUZZY,9,17,10.000,3.000,19.000
NO_FUZZY,9,18,13.778,9.300,98.037
NO_FUZZY,9,19,8.750,10.500,176.750
NO_FUZZY,9,20,0.000,0.000,0.000
NO_FUZZY,9,21,19.000,5.700,36.100
NO_FUZZY,9,24,0.000,0.000,0.000
NO_FUZZY,9,28,8.000,0.600,1.900
NO_FUZZY,9,22,12.000,8.100,85.387
NO_FUZZY,9,23,9.000,10.800,181.800
NO_FUZZY,9,25,9.000,2.700,17.100
NO_FUZZY,9,26,8.444,5.700,60.088
NO_FUZZY,9,27,7.250,8.700,146.450
NO_FUZZY,9,29,17.000,5.100,32.300
NO_FUZZY,9,30,7.556,5.100,53.763
NO_FUZZY,9,31,8.750,10.500,176.750
NO_FUZZY,9,32,4.000,0.300,0.950
NO_FUZZY,9,33,16.000,4.800,30.400
NO_FUZZY,9,34,10.667,7.200,75.900
NO_FUZZY,9,35,9.500,11.400,191.900
NO_FUZZY,9,36,20.000,1.500,4.750
NO_FUZZY,9,37,18.000,5.400,34.200
NO_FUZZY,9,38,10.667,7.200,75.900
NO_FUZZY,9,39,8.250,9.900,166.650
NO_FUZZY,9,40,12.000,0.900,2.850
NO_FUZZY,9,41,17.000,5.100,32.300
NO_FUZZY,9,42,8.444,5.700,60.088
NO_FUZZY,9,43,7.250,8.700,146.450
NO_FUZZY,9,44,20.000,1.500,4.750
NO_FUZZY,9,45,16.000,4.800,30.400
NO_FUZZY,9,46,12.889,8.700,91.712
NO_FUZZY,9,47,8.750,10.500,176.750
NO_FUZZY,9,48,0.000,0.000,0.000
NO_FUZZY,9,49,12.000,3.600,22.800
NO_FUZZY,10,0,0.000,0.000,0.000
NO_FUZZY,10,1,0.000,0.000,0.000
NO_FUZZY,10,2,0.000,0.000,0.000
NO_FUZZY,10,3,1.000,0.600,10.100
NO_FUZZY,10,4,0.000,0.000,0.000
NO_FUZZY,10,5,0.000,0.000,0.000
NO_FUZZY,10,6,0.000,0.000,0.000
NO_FUZZY,10,7,2.000,1.200,20.200
NO_FUZZY,10,8,0.000,0.000,0.000
NO_FUZZY,10,9,0.000,0.000,0.000
NO_FUZZY,10,10,1.778,0.600,6.325
NO_FUZZY,10,11,0.000,0.000,0.000
NO_FUZZY,10,12,0.000,0.000,0.000
NO_FUZZY,10,13,0.000,0.000,0.000
NO_FUZZY,10,14,0.000,0.000,0.000
NO_FUZZY,10,15,0.500,0.300,5.050
NO_FUZZY,10,16,0.000,0.000,0.000
NO_FUZZY,10,17,0.000,0.000,0.000
NO_FUZZY,10,18,0.889,0.300,3.163
NO_FUZZY,10,19,0.000,0.000,0.000
NO_FUZZY,10,20,0.000,0.000,0.000
NO_FUZZY,10,21,0.000,0.000,0.000
NO_FUZZY,10,24,0.000,0.000,0.000
NO_FUZZY,10,28,0.000,0.000,0.000
NO_FUZZY,10,22,0.889,0.300,3.163
NO_FUZZY,10,23,1.500,0.900,15.150
NO_FUZZY,10,25,2.000,0.300,1.900
